mile,bank,name,section,features
953.0,RBD,"Birds Point Dikes A series of sandbars are found along the dikes right bank descending and above, along forest edge,...",stlouis-to-caruthersville,camping|island|dike
953.0,RBD,"is the highest, biggest and best",stlouis-to-caruthersville,camping|hazard|island|dike
952.6,LBD,"Quaker Oats Light On the Lower Mississippi, navigation lights are placed and maintained by the U",stlouis-to-caruthersville,hazard
952.0,RBD,"New Madrid Floodway Inflow Crevasse This is the “Blow Out Stretch” where the levee was blasted sky high to provide...",stlouis-to-caruthersville,
952.0,RBD,"Bird’s Blue Hole Bird’s Blue Hole is found over the riverbank and a mile across the fields to the levee",stlouis-to-caruthersville,access_point|supply
952.0,LBD,"Wickliffe Boat Ramp Located in between Economy Boat Store and the floating drydock of John F",stlouis-to-caruthersville,access_point|camping|supply
951.0,LBD,"Wicliffe Bluff (1st Kentucky Bluff) 938 LBD Iron Bank (2nd Kentucky Bluff) 934 LBD Chalk Bluff (3rd Kentucky Bluff) 921...",stlouis-to-caruthersville,
951.0,LBD,"Wickliffe Docks and Wharfing Give wide berth for docked barges and service boat activity left bank descending as you’re...",stlouis-to-caruthersville,
951.0,LBD,"Wickliffe Cross (Jefferson Hill Memorial Cross) Kayaker Jerry Bell “married the Mississippi” when he threw his old...",stlouis-to-caruthersville,confluence
951.0,,"LBD Wickliffe Docks and Wharfing Give wide berth for docked barges and service bo",stlouis-to-caruthersville,
950.2,LBD,"Mayfield Boat Ramp Gated and not maintained",stlouis-to-caruthersville,access_point|confluence
950.0,LBD,"Mayfield Creek You could dive into Mayfield Creek in inclement weather for quick exit from the elements, but you won’t...",stlouis-to-caruthersville,access_point|confluence|harbor
950.0,LBD,"Westvaco Pulp Mill Dock You won’t want to be camped anywhere downwind of this monstrous pulp mill spewing the usual...",stlouis-to-caruthersville,access_point|island|confluence|harbor
949.0,RBD,"Norfolk Landing Abandoned Boat Ramp, but usable in an emergency",stlouis-to-caruthersville,access_point|camping|island|harbor
947.7,RBD,"Pritchard Boat Ramp Narrow concrete boat ramp in pretty place along the river, kind of feels like a French road with a...",stlouis-to-caruthersville,access_point|dike
947.7,,"RBD Pritchard Boat Ramp Narrow concrete boat ramp in pretty place along the river",stlouis-to-caruthersville,access_point
946.0,LBD,"Island No",stlouis-to-caruthersville,access_point|camping|island
945.5,RBD,"Pritchard Revetment Revetments are protective works designed to retard or halt the attack of currents against the banks...",stlouis-to-caruthersville,dike
944.5,LBD,"Island No",stlouis-to-caruthersville,access_point|island
943.6,LBD,"Carlisle County Boat Ramp Well designed concrete boat ramp descending at moderate angle amongst the rip rap in the deep...",stlouis-to-caruthersville,access_point|camping|island|dike
943.0,RBD,"O’Bryan Towhead/Pritchard Dikes Possibly camping on the sandbar, but often muddy and trashy, best in low water levels,...",stlouis-to-caruthersville,access_point|camping|island|dike
943.0,RBD,"for some relief, and then jump into the next opening below, the Chute of Island No",stlouis-to-caruthersville,island
939.0,RBD,"Chute of Is",stlouis-to-caruthersville,island
939.0,LBD,"Campbell Dikes A long sandbar emerges here to the left of the main channel only in the lowest of water levels",stlouis-to-caruthersville,island|dike
937.2,LBD,"Columbus-Belmont State Park In the 1670s Frenchmen Marquette and Joliet explored the area where Columbus now stands",stlouis-to-caruthersville,
937.2,,"LBD Columbus-Belmont State Park In the",stlouis-to-caruthersville,
937.0,LBD,"2nd Kentucky Loess Bluff Columbus-Belmont State Park sits on top of the next spectacular display of loess geology at...",stlouis-to-caruthersville,access_point|town
937.0,LBD,"Iron Bank Light The peculiar color and strange appearance of the high bluff at Columbus, Kentucky, attracted the...",stlouis-to-caruthersville,
937.0,LBD,"Columbus Boat Ramp Columbus Boat Ramp is a wide concrete boat ramp laid over rip-rap in large eddy above the Columbus...",stlouis-to-caruthersville,access_point|camping|hazard|dike|harbor
936.9,LBD,"Ingram Drydock Drydock operation along Columbus waterfront for servicing tows and barges",stlouis-to-caruthersville,access_point|camping|supply
934.0,LBD,"South Columbus Island Below the last of Ingram fleeting along mile 935",stlouis-to-caruthersville,island|harbor
934.0,LBD,"Chalk Cliff Bluffs (3rd Kentucky Loess Bluff) Every one of the Kentucky Bluffs is unique and worth a visit for any of...",stlouis-to-caruthersville,island
934.0,,"LBD Chalk Cliff Bluffs",stlouis-to-caruthersville,
933.0,RBD,"Sandy Bluffs Opposite Wolf Island Bar There are two sandy bluffs opposite the top end of the Wolf Island Bar, one at...",stlouis-to-caruthersville,access_point|island|confluence
930.0,LBD,"Wolf Island Bar Wolf Island is the first “big island” below the mouth of the Ohio River, with a tall bluff of sand that...",stlouis-to-caruthersville,island|confluence
930.0,LBD,"Wolf Island Chute The top end of the back channel is cut off by a long wall dike angled upstream which reaches halfway...",stlouis-to-caruthersville,island|dike
928.0,LBD,"Williams Landing Bar Low water bar emerges only in lowest of water levels",stlouis-to-caruthersville,access_point|island
927.0,RBD,"Moore Islands Archipelago of low lying islands covered with lines of young willows that go under in medium water,...",stlouis-to-caruthersville,access_point|hazard|island
926.6,LBD,"Samuel Light Sand Dune A broad sandy bluff wth god protection from SE storms or winds grows below the Samuel Light",stlouis-to-caruthersville,access_point|island
924.6,RBD,"Dorena Boat Ramp Dorena Boat Ramp is an excellent all-season concrete boat ramp descending over revetment into deep...",stlouis-to-caruthersville,access_point|island|dike
924.6,,"RBD Dorena Boat Ramp Dorena Boat Ramp is an excellent all-season concrete boat ra",stlouis-to-caruthersville,access_point|island|dike
924.0,LBD,"Beckwith Bend Bar Great campsites can be found all around Beckwith Bend Bar at all water levels up to bank full 35 CG,...",stlouis-to-caruthersville,island|dike
924.0,RBD,"Dorena Crevasse The word 'crevasse' comes from an Old French word, 'crevace,' which meant a crevice, fissure, or crack",stlouis-to-caruthersville,
922.6,RBD,"Dorena - Hickman Ferry Landing One of the last ferry operations on the Lower Mississippi River operates between Dorena,...",stlouis-to-caruthersville,access_point|harbor
921.5,LBD,"Hickman Harbor Hickman upsets the wild miles paddlers experience below Wolf Island, but only for a minute",stlouis-to-caruthersville,access_point|island|harbor
921.5,LBD,"4th Kentucky Bluff: Hickman, Kentucky Hickman, Kentucky sits on top of the 4th Kentucky Bluff, which is the last of the...",stlouis-to-caruthersville,
921.0,RBD,"Dorena Towhead The Dorena Towhead rises out of the river bank right in a long shelf of sand at low and medium water...",stlouis-to-caruthersville,camping|island
917.0,RBD,"- 916 Big Oak Tree State Park While not easily accessible by foot from the river, paddlers should be aware of this...",stlouis-to-caruthersville,island
916.0,RBD,"Island No 7 Heading downstream out of Hickman the paddler rounds Dorena Towhead and is presented with a forest lined...",stlouis-to-caruthersville,island|dike
915.0,RBD,"(Back Channel) Bend of Island No",stlouis-to-caruthersville,access_point|island|dike
915.0,,"RBD",stlouis-to-caruthersville,access_point|island|dike
913.0,LBD,"French Point Gravel Bar The best and most extensive gravel bar is found below French Point when the water falls below...",stlouis-to-caruthersville,island
911.5,LBD,"Island No 8 Chute Boat Ramp Island No 8 Chute Boat Ramp is a well designed and constructed concrete boat ramp laid out...",stlouis-to-caruthersville,access_point|island|dike
911.0,RBD,"Island No 8 Everything about Island No 8 arouses wonder and appreciation",stlouis-to-caruthersville,island
908.0,RBD,"- 905 Donaldson Point Conservation Area (and also RBD 896-893) Donaldson Point Conservation Area occupies 5,785 acres...",stlouis-to-caruthersville,island
907.0,LBD,"Milton Bell Bar The Madrid Bar stretches out almost three miles along the Kentucky shore left bank descending below the...",stlouis-to-caruthersville,access_point|island|dike
904.0,LBD,"and LBD 903",stlouis-to-caruthersville,camping|island|dike
901.0,RBD,"These would make for tight quarters, but would also be excellent protection for a cold north wind",stlouis-to-caruthersville,camping|island
900.0,RBD,"Donaldson Point Dikes A seven mile series of sandbars and willow clump forest islands has grown up along the Donaldson...",stlouis-to-caruthersville,camping|island|dike
900.0,LBD,"would make a great protected forest camp, especially in south winds or in the threat of storms coming from the southwest",stlouis-to-caruthersville,access_point|camping|island|dike
899.1,LBD,"Slough Neck Landing Boat Ramp The boat ramp at Slough Neck Landing is a rough gravel affair falling over the rip rap...",stlouis-to-caruthersville,access_point|camping|island|dike
899.0,LBD,"Below Island No 9 Dikes Some serious rock work has been done over the years around the outside of Slough Bend where the...",stlouis-to-caruthersville,access_point|island|dike
897.0,RBD,"Winchester Chute Winchester Chute, an old channel of the river, winds a serpentine course around the very end of...",stlouis-to-caruthersville,island|dike
894.5,RBD,"Hotchkiss Bend Dikes and Bar Four beautiful skinny sandbar islands form along the Hotchkiss Dikes with extensive...",stlouis-to-caruthersville,island|dike
890.5,RBD,"Sleeping Giant Eddy Sean Rowe and I got pulled into this eddy in Dec 1983 and could not get out",stlouis-to-caruthersville,
889.5,RBD,"Morrison Towhead Morrison Towhead consists of a short bulbous island less than a mile long that sits along the right...",stlouis-to-caruthersville,island|dike
889.5,RBD,"St",stlouis-to-caruthersville,access_point|camping|hazard|island|confluence
889.0,RBD,"New Madrid Boat Ramp New Madrid Boat Ramp is the best boat ramp in the region, boasting a double wide concrete ramp...",stlouis-to-caruthersville,access_point|supply
886.3,RBD,"New Madrid Bar WARNING: tall back channel dike creates serious waterfall between 20 and 30CG",stlouis-to-caruthersville,hazard|bridge|island|dike
883.8,RBD,"New Madrid Industrial Reach Leaving the Wild Miles at New Madrid, paddlers will encounter a few grain elevators and a...",stlouis-to-caruthersville,island|harbor
883.0,LBD,"Kentucky Point Bar Beautiful creamy yellow beaches surround Kentucky Point Bar at low water and medium water, but the...",stlouis-to-caruthersville,island|confluence
882.3,RBD,"The river here rolls along the state of Tennessee out the bottom of the Missouri Bootheel and into the wild floodplain...",stlouis-to-caruthersville,island|confluence
881.0,RBD,"- 880",stlouis-to-caruthersville,camping|island|confluence
880.2,LBD,"Kentucky Bend Crossover Portage Just downstream of a 2-story house on the left bank descending near 880",stlouis-to-caruthersville,access_point
879.0,RBD,"Island No 11 Island No 11 stretches four miles downstream at the bottom end of Bessie’s Bend, and offer good but...",stlouis-to-caruthersville,camping|island
879.0,LBD,"Tiptonville Chute An old channel of the Mississippi River, the Tiptonville Chute can only be accessed by your canoe or...",stlouis-to-caruthersville,access_point
878.0,LBD,"Marr Towhead Secret Sandbar Just below the Marr Towhead Light 878",stlouis-to-caruthersville,island
878.0,,"LBD Marr Towhead Secret Sandbar Just below the Marr Towhead Light",stlouis-to-caruthersville,island
877.2,RBD,"Williams Point An intriguing break in the willow forests and dip of the muddy banks indicates the opening right bank...",stlouis-to-caruthersville,access_point|island|dike
876.5,RBD,"Linda Boat Ramp Linda is a good concrete boat ramp laid out at steep angle downstream over the rip-rap on the outside...",stlouis-to-caruthersville,access_point|camping|island|dike
875.5,LBD,"Marr Towhead Marr Towhead sprawls outwards around Marr Bend in low water, but disappears fast as the water rises",stlouis-to-caruthersville,camping|island
873.7,LBD,"Bixby Towhead Light Bixby Towhead has migrated to the Tennessee shore, and steamboat Captain Bixby is long gone",stlouis-to-caruthersville,island
872.2,LBD,"Tiptonville Boat Ramp Paddlers wanting to reach Tiptonville can pull off at the old Tiptonville Ferry Landing (cracked...",stlouis-to-caruthersville,access_point|dike|harbor
871.0,RBD,"The sand all disappears around 20CG",stlouis-to-caruthersville,camping|island
869.0,LBD,"Sheep’s Ridge Break In the 2011 flood the Mississippi River almost carved a new path across the backside of old Is",stlouis-to-caruthersville,
869.0,RBD,"The Army Corps had to go into overdrive with their rip-rap operations to refill the deep hole made in the muddy bank",stlouis-to-caruthersville,dike
868.9,LBD,"Sheep Ridge Secret Camp A hidey-hole sandbar is found in a small cut out harbor left bank descending below the Cherokee...",stlouis-to-caruthersville,camping|island|harbor
867.5,LBD,"Lee Towhead Back Channel The back channel of Lee Towhead is always open regardless of river level (except in extreme...",stlouis-to-caruthersville,camping|island
867.0,RBD,"Stewart Towhead Like many of the giant sandbars in this area, Stewart Towhead is very wide, shalllow and exposed",stlouis-to-caruthersville,access_point|camping|island|dike
861.0,RBD,"Bar of Island No 13 Below Cherokee the river rolls into a distinctive S-shape formed by Little Cypress Bend revolving...",stlouis-to-caruthersville,island|dike
860.0,RBD,"Secret Bar Kennedy Point Paddlers rounding Kennedy Point looking for a rest stop (or campsite) could find the perfect...",stlouis-to-caruthersville,camping|island|dike
856.2,LBD,"Fritz Landing Boat Ramp Fritz Landing Boat Ramp is a rough concrete but perfectly serviceable boat ramp on the outside...",stlouis-to-caruthersville,access_point|island|confluence|supply
855.0,RBD,"Kennedy Bar Kennedy Bar is another low flat sandbar inhabiting the inside of a big bend, that seem to be so common to...",stlouis-to-caruthersville,camping|island|dike
854.5,LBD,"The main channel is lined by a high rock wall that extends several miles and cuts off any access to island until the...",stlouis-to-caruthersville,camping|island|dike
852.0,RBD,"Robinson Bayou Bar Robinson Bayou Bar is a triumvirate of islands offering great back channel paddling and great camping",stlouis-to-caruthersville,camping|island|confluence|harbor
850.0,LBD,"Island No 14 After coming through the bend around Kennedy Point/Lee Towhead, paddlers can stay left bank for the long...",stlouis-to-caruthersville,camping|island|dike|harbor
850.0,LBD,"Island No 15/Little Prairie Bend Not much remains of Island 15, just a few isolated sandbars at low water which...",stlouis-to-caruthersville,island
850.0,RBD,"Caruthersville Harbor Boat Ramp (1/2 mile up harbor) Wide Concrete Boat Launch located within the protected waters of...",stlouis-to-caruthersville,access_point|camping|harbor
850.0,,"RBD Caruthersville Harbor Boat Ramp",stlouis-to-caruthersville,access_point|camping|harbor
849.0,RBD,"Mouth of the Caruthersville Harbor There is a primitive landing RBD over rip-rap at mouth of harbor that is often...",stlouis-to-caruthersville,access_point|hazard|confluence|dike|harbor
848.0,RBD,"Trinity Barge Fabrication Plant After leaving the Caruthersville Harbor the downstream canoeist, kayaker or surfer...",stlouis-to-caruthersville,access_point|camping|harbor
847.0,LBD,"Blaker Towhead Long distance paddlers needing a resupply stay bank right for optimal access for the landing in downtown...",stlouis-to-caruthersville,access_point|island|supply
846.5,RBD,"Caruthersville Originally settled in 1794 as the town of La Petite Prairie by French fur trapper Joseph Le Sieur,...",stlouis-to-caruthersville,town
846.0,RBD,"Isle of Capri Lady Luck Casino (Casino Inn & Suites) The adventurer in need of hotel room and a hot shower can find...",stlouis-to-caruthersville,access_point
842.0,LBD,"that sometimes create a lively whitewater feature with a foaming 3-4 foot drop and standing waves",stlouis-to-caruthersville,hazard|island|confluence|dike
200.7,LBD,"National Great Rivers Museum The National Great Rivers Museum is a must-see for all river travelers, if nothing else...",stlouis-to-caruthersville,access_point|camping|lock_dam
200.7,LBD,"National Great Rivers Research and Education Center A half mile downstream of the Mel Price Dam paddlers might discern...",stlouis-to-caruthersville,lock_dam
200.6,RBD,"below the Melvin Price Lock and Dam on the Upper Mississippi",stlouis-to-caruthersville,access_point|camping|island|lock_dam
200.6,RBD,"Maple Island Access Ramp (below the Melvin Price Lock and Dam) Last public launch on the Upper Mississippi, and good...",stlouis-to-caruthersville,access_point|island|lock_dam
200.6,,"RBD Maple Island Access Ramp",stlouis-to-caruthersville,access_point|island|lock_dam
195.6,RBD,"The Great Confluence",stlouis-to-caruthersville,confluence
195.6,RBD,"Ted Jones Confluence State Park (LBD Mile 0",stlouis-to-caruthersville,access_point|confluence|dike
195.6,RBD,"Jones-Confluence State Park (LBD Mile 0",stlouis-to-caruthersville,access_point|camping|confluence
195.6,RBD,"Columbia Bottoms State Park (RBD Mile 0",stlouis-to-caruthersville,camping|confluence
195.0,LBD,"Alton/Wood River Industrial Reach This five mile stretch of river is an ungrateful way to say goodbye to the Upper...",stlouis-to-caruthersville,harbor
195.0,LBD,"Mouth of Wood River (Cahokia Diversion Canal) The once sylvan glade and crystal clear waters of the River Dubois (Wood...",stlouis-to-caruthersville,access_point|confluence|harbor
195.0,LBD,"Camp River Dubois Also accessible from the landing at the mouth of the Wood River is Camp River Dubois, with a 2-mile...",stlouis-to-caruthersville,access_point|camping|confluence
194.2,LBD,"Chain of Rocks Canal (Entrance) After passing the confluence and opposite Maple Island on the left bank descending you...",stlouis-to-caruthersville,hazard|island|confluence
194.2,,"LBD Chain of Rocks Canal",stlouis-to-caruthersville,hazard|island|confluence
194.0,RBD,"Duck Island Duck Island is a one mile tall forested island with sandy ledge on south (bottom) end good for low, medium...",stlouis-to-caruthersville,access_point|camping|hazard|island|dike
194.0,RBD,"Canoe & Kayak Access (Columbia Bottoms State Conservation Area) Access to parking lot and gravel road via 100 yard long...",stlouis-to-caruthersville,access_point|camping|island|lock_dam
190.4,,"Intake Towers Several hundred feet downstream of the Highway",stlouis-to-caruthersville,town|bridge
190.3,LBD,"where you see all the white rip-rap piled up along the bank",stlouis-to-caruthersville,hazard|island|dike
190.3,RBD,"Water Treatment Plant City of St",stlouis-to-caruthersville,hazard|town|bridge|harbor
190.0,LBD,"Chain Sandbar (Low Water Only) During low water (below 12 SLG) a long narrow sandbar emerges LBD below the Chain of...",stlouis-to-caruthersville,town|island|dike
188.0,RBD,"North Riverside Park Boat Access This might be your best access to Mosenthein island and the “Big Muddy Wild & Scenic...",stlouis-to-caruthersville,access_point|island
187.8,RBD,"Big Muddy Adventures (Primitive Mud Ramp) Big Muddy Adventures is located at 539 Scranton, just a short walk over...",stlouis-to-caruthersville,access_point|supply
187.7,RBD,"Cementland Dock After genius sculpture artist and engineer Bob Cassilly finished the City Museum he found his next pet...",stlouis-to-caruthersville,harbor
185.0,LBD,"Mosenthein Island Mosenthein Island offers the best and most reliable camping in the St",stlouis-to-caruthersville,camping|hazard|bridge|island|confluence|harbor
184.1,LBD,"Chain of Rocks Canal (Bottom End) The peaceful respite of paddling with no tow traffic is over as you leave...",stlouis-to-caruthersville,bridge
184.0,LBD,"Gabaret Island Long Narrow Island behind Mosenthein, now connected to Chouteau Island",stlouis-to-caruthersville,camping|island
184.0,RBD,"Chouteau/Gabaret Island Ten mile tall Chouteau Island separates the Chain of Rocks Canal from the flowing waters of the...",stlouis-to-caruthersville,access_point|bridge|island|lock_dam
183.4,RBD,"The Mary Meachum Freedom Crossing and Rest Area This nine-acre site is on the St",stlouis-to-caruthersville,bridge
183.4,,"RBD The Mary Meachum Freedom Crossing and Rest Area This nine-acre site is on the",stlouis-to-caruthersville,bridge
182.6,RBD,"Dignity Harbor In May 2012 a colorful riverbank hobo community known as Dignity Harbor was dismantled at this location,...",stlouis-to-caruthersville,hazard|town|bridge|harbor
182.6,RBD,"Artica Recently a few local artists have installed quite a spectacular mural across the facade of the Cotton Belt...",stlouis-to-caruthersville,town|harbor
182.6,RBD,"Bob Cassilly Sculpture/City Museum Above the riverbank and behind the seawall you might be surprised to see a series of...",stlouis-to-caruthersville,access_point
180.6,LBD,"Schoenberger Creek An ancient channel of the Mississippi River looped outwards from this point ten miles into Illinois,...",stlouis-to-caruthersville,bridge|confluence
180.1,RBD,"LaClede’s Landing LaClede’s Landing and the cobblestones below the Arch are the two best landings in downtown St",stlouis-to-caruthersville,access_point|bridge|island
180.0,RBD,"'The Captain's Return' Downstream of the Ead’s Bridge, on the St",stlouis-to-caruthersville,bridge
180.0,,"Eads Bridge The Eads bridge is a standing testament to its maker and strength of",stlouis-to-caruthersville,bridge
179.9,LBD,"East St",stlouis-to-caruthersville,access_point|hazard
179.7,LBD,"Malcolm Martin Memorial Park You can get the best view of the Mighty Mississippi river and the Saint Louis skyline from...",stlouis-to-caruthersville,
179.7,RBD,"The Great Arch Paddling into the Great Arch is surely one of the great thrills of any Mississippi River adventure or...",stlouis-to-caruthersville,access_point|camping
179.2,RBD,"St",stlouis-to-caruthersville,access_point|harbor
179.2,,"Poplar Street Bridge Some paddlers put in at the Arch and start their journey pad",stlouis-to-caruthersville,access_point|bridge|harbor
178.9,LBD,"Small Sandbar below Rocky Point Good protection from North wind, East wind or SE wind",stlouis-to-caruthersville,camping|bridge|island
178.8,RBD,"USS Inaugural 200 yards south of the MacArthur Bridge on the right bank descending lies the forlorn wreckage of the...",stlouis-to-caruthersville,camping|bridge
178.4,LBD,"Small Sandbar above old Cahokia Power Plant Emergency stops only",stlouis-to-caruthersville,hazard|island
178.3,LBD,"Cahokia Power Plant Cahokia Power Plant, Sauget, Illinois",stlouis-to-caruthersville,
178.3,,"LBD Cahokia Power Plant Cahokia Power Plant, Sauget, Illinois",stlouis-to-caruthersville,
176.9,RBD,"US Army Corps of Engineers Service Base Dock 176",stlouis-to-caruthersville,harbor
176.8,LBD,"Best Emergency Sandbar in St",stlouis-to-caruthersville,camping|island|harbor
176.8,LBD,"Cahokia Church of the Holy Family (Access from sandbar at LBD 176",stlouis-to-caruthersville,island
176.0,RBD,"Anheuser Busch Brewery The Anheuser Busch Brewery creates its own little city of red brick buildings and smokestacks up...",stlouis-to-caruthersville,camping|town
175.0,LBD,"Camp only in calm weather with no threat of oncoming storms",stlouis-to-caruthersville,camping|island|lock_dam|dike
174.8,RBD,"Iron Worker’s Cross/Diver’s Legs Sculpture Below the Great Arch the Missouri shore is littered with refineries and...",stlouis-to-caruthersville,
174.0,LBD,"Marquette Transportation Fleeting As it flows past the Coast Guard Station the channel crosses over to the Missouri...",stlouis-to-caruthersville,hazard
174.0,LBD,"Cahokia Chute Cahokia Chute is the remains of a Mississippi River meander",stlouis-to-caruthersville,island|confluence
174.0,RBD,"Bellerive Park Bellerive Park sits on top of the short bluffs right bank descending and almost directly across the...",stlouis-to-caruthersville,confluence
174.0,,"RBD Bellerive Park Bellerive Park sits on top of the short bluffs right bank desc",stlouis-to-caruthersville,confluence
173.5,LBD,"Arsenal Island Best possible camping below Mosenthein Island, but only during low/medium water",stlouis-to-caruthersville,camping|island
171.8,RBD,"River des Peres (Note: hard-to-locate entrance described below is sometimes hidden behind parked tows and barges)",stlouis-to-caruthersville,
170.4,RBD,"Limestone Bluff Shelfs This is the 2nd prominent outcropping of the Missouri Bluffs, the so-called St",stlouis-to-caruthersville,access_point|harbor
169.0,LBD,"Prairie Du Pont Low Water Sandbars Opposite the River des Peres and downstream of mile 171 are a series of L-shaped...",stlouis-to-caruthersville,camping|harbor
168.0,LBD,"below the Jefferson Barracks Bridge",stlouis-to-caruthersville,camping|hazard|bridge|island|confluence|harbor
168.0,RBD,"Bussen Quarries The only downside to camping on the Carroll Island is the traffic on the bridge and your loud neighbors...",stlouis-to-caruthersville,camping|bridge|island
166.7,RBD,"Cliff Cave County Park Leaving St",stlouis-to-caruthersville,
166.7,,"RBD Cliff Cave County Park Leaving St",stlouis-to-caruthersville,
166.0,RBD,"Fleeted Barges Watch for fleeted barges often encountered along the Missouri shore below Cliff Cave Landing and...",stlouis-to-caruthersville,access_point|hazard|confluence|harbor
166.0,LBD,"Luhr Bros",stlouis-to-caruthersville,access_point|camping|dike
165.0,RBD,"Wing Dams Possible low water camping in sandy places behind and in between wing dams",stlouis-to-caruthersville,access_point|camping|dike
164.5,LBD,"Pulltight Landing Blue Hole Just below and opposite Pulltight Landing is a large blue hole carved out of the riverbank...",stlouis-to-caruthersville,access_point
163.0,RBD,"St",stlouis-to-caruthersville,confluence
163.0,,"RBD St",stlouis-to-caruthersville,confluence
161.6,RBD,"Ameren Meramec First big power plant below St",stlouis-to-caruthersville,confluence|harbor
161.0,LBD,"Meramec Bar This chain of wing dam bars forms around the dams scattered over four miles of river roughly centered...",stlouis-to-caruthersville,camping|island|confluence|lock_dam|dike
161.0,RBD,"Meramec River The major right bank tributary the Meramec enters the big river through a slot in the forest at 161 RBD,...",stlouis-to-caruthersville,confluence
158.7,RBD,"Kimmswick Once thriving river town and steamboat landing Kimmswick has become a riverfront hideout from the mass exit...",stlouis-to-caruthersville,access_point|island|confluence
158.7,,"RBD Kimmswick Once thriving river town and steamboat landing Kimmswick has become",stlouis-to-caruthersville,access_point|island
158.5,RBD,"Hoppie’s Marine Service Paddler-friendly Hoppie’s Marine consists of a series of 4 barges tied together on the Missouri...",stlouis-to-caruthersville,town|confluence
157.2,RBD,"Dikes below Hoppies A barren sandbar Island forms around the 2nd Dike below Hoppies, but there is no protection, and no...",stlouis-to-caruthersville,island|dike|harbor
156.5,RBD,"Sulphur Springs Sulphur Springs is a quaint little village of several streets but no river landing, A small quarry...",stlouis-to-caruthersville,access_point|town|confluence
156.3,LBD,"Fountain Creek You can paddle a half mile up Fountain Creek at medium water 20 SLG or higher and get a good look into...",stlouis-to-caruthersville,island|confluence
153.5,LBD,"Meissner Island Division Middle Mississippi NWR The 78-acre Meissner Island Division is in Monroe County, Illinois is...",stlouis-to-caruthersville,camping|island|confluence
151.8,RBD,"Herculaneum Industrious Herculaneum is not very inviting from the river",stlouis-to-caruthersville,camping|lock_dam|dike
151.6,RBD,"Joachim Creek You could dive into Joachim Creek at medium to high water levels above 12SLG for quick protection",stlouis-to-caruthersville,access_point|confluence
149.8,RBD,"Plattin Rock Boat Club (Hugs Landing) Private Ramp",stlouis-to-caruthersville,access_point|confluence
148.5,RBD,"Plattin Creek Good place to jump off the main channel for interesting exploration, with possible close-up wildlife...",stlouis-to-caruthersville,access_point|camping|island|confluence
148.2,LBD,"Calico Island The best low and medium water camping in the area is found at the top end of Calico Island, with good...",stlouis-to-caruthersville,camping|island|confluence
144.5,LBD,"Osborne Island Extensive sandbars at low water surround Osborne Island, but no protection, and it will be a noisy camp...",stlouis-to-caruthersville,camping|island|dike
140.5,RBD,"Harlow Island Division Middle Miss NWR In high water paddlers could dive into the woods at the top end of Harlow Island...",stlouis-to-caruthersville,access_point|camping|island|confluence
140.5,RBD,"Saline Creek Paddlers can paddle almost a mile up Saline Creek in medium to high water levels before it branches off...",stlouis-to-caruthersville,access_point|confluence
140.5,RBD,"Truman Access Boat Ramp Good at medium and low water levels, but goes underwater at flood stage, and when the river...",stlouis-to-caruthersville,access_point|island
136.5,LBD,"Salt Lake Island Salt Lake Island is a beautiful two-mile long island that hugs the left bank descending in a beautiful...",stlouis-to-caruthersville,island
133.7,RBD,"Top End of Establishment Island After 50 miles of paddling below the Great Arch you can finally stretch out a little...",stlouis-to-caruthersville,island
132.3,LBD,"Fort Chartres Island A narrow wildlife-packed chute wanders behind Fort Chartres Island, leaving the river at a...",stlouis-to-caruthersville,access_point|island
132.2,LBD,"Fort Chartres Landing Primitive landing up muddy bank with access to historic Fort de Chartres",stlouis-to-caruthersville,access_point|island
132.2,LBD,"Fort de Chartres For almost a century, beginning in 1673 when Louis Joliet and Jacques Marquette explored the...",stlouis-to-caruthersville,
129.6,RBD,"Establishment Chute/Schmidt’s Island Adventurous paddlers could stay right bank descending and enter Establishment...",stlouis-to-caruthersville,hazard|island|confluence
128.7,RBD,"Lawrence Hollow/Magnolia Hollow Conservation Area This rugged 1,740-acre area is bordered by Establishment Creek and...",stlouis-to-caruthersville,island|confluence
127.0,RBD,"Tower Rock Stone Company Quarry 125",stlouis-to-caruthersville,access_point|confluence
125.6,LBD,"Consolidation Coal Company, Kellogg Dock 122",stlouis-to-caruthersville,confluence|harbor
122.5,LBD,"Upper Moro Island/Back Channel Upper Moro Island is found LBD at the top of the 2,000 foot wide Moro Island Back Channel",stlouis-to-caruthersville,island|lock_dam|dike
120.4,RBD,"New Bourbon Port Authority Like many economic incentive projects on the Middle and Lower Mississippi Rivers, the New...",stlouis-to-caruthersville,island|harbor
120.0,LBD,"Moro Island One mile wide and two miles long, Moro Island offers some of the best camping anywhere along the Middle...",stlouis-to-caruthersville,camping|island
117.4,LBD,"Kaskaskia River The Middle Mississippi River Wildlife Refuge headquarters is now located at Kaskaskia Lock and Dam",stlouis-to-caruthersville,camping|lock_dam
117.0,LBD,"Ellis Grove Landing Several hundred yards downstream of the mouth of the Kaskaskia there are a couple of beautiful...",stlouis-to-caruthersville,access_point|camping|confluence|lock_dam
115.8,RBD,"Beaver Island Beaver Island is a 245- acre division of the Middle Mississippi National Wildlife Refuge, which was added...",stlouis-to-caruthersville,island|harbor
110.5,RBD,"Access to St",stlouis-to-caruthersville,access_point|town|island|confluence
