mile,bank,name,section,features
125.4,LBD,"Canal leading to Bateman Lake Upper 126 Texas E and P Inc 3 gas pipelines 126",atchafalaya-river,island
124.5,RBD,"Gulf Intracoastal Waterway Point (South Side) Beautiful forest camps can be found all around this point, and on both...",atchafalaya-river,confluence
124.2,RBD,"Berwick Intracoastal Waterway Boat Launch Paddlers, this spacious boat launching area is the single best place to...",atchafalaya-river,access_point|bridge|harbor
124.2,RBD,"Gulf Intracoastal Waterway (West) Warning: Inflow",atchafalaya-river,hazard
122.0,RBD,"Berwick Boat Ramp 124",atchafalaya-river,access_point|confluence
121.7,LBD,"Bateman Island is defined by the Atchafalaya, the Gulf Intracoastal Waterway, and Bayou Scaffer (and numerous other...",atchafalaya-river,camping|island|confluence
121.5,LBD,"Gulf Intracoastal Waterway (East) Access to Bayou Shaffer",atchafalaya-river,hazard|confluence
121.4,RBD,"Look for the sea wall in between the highway bridges and the RR bridge",atchafalaya-river,access_point|bridge
121.4,RBD,"Berwick Public Boat Ramp The Berwick Public Boat Ramp is the only public boat ramp in the downtown",atchafalaya-river,access_point|camping|hazard|bridge|harbor
121.4,LBD,"Mr",atchafalaya-river,access_point|camping|bridge
121.3,LBD,"Central Boat Rentals Dock 121",atchafalaya-river,access_point|harbor
121.3,,"Morgan City Texas and New Orleans Railroad Bridge This innocuous railroad bridge",atchafalaya-river,bridge
121.2,LBD,"Capt LD Seafood Dock 121",atchafalaya-river,access_point|harbor
120.1,RBD,"Garber Bro’s Dock 120",atchafalaya-river,bridge|harbor
119.8,LBD,"Drew’s island Drew’s Island separates Flat Lake from the Main Channel of the Atchafalaya River",atchafalaya-river,camping|island
119.7,LBD,"Bailey’s Basin Seafood Dock 119",atchafalaya-river,bridge|harbor
119.7,,"LBD Bailey",atchafalaya-river,bridge|harbor
119.5,RBD,"Bayou Teche (Berwick) Lock & Dam At 119",atchafalaya-river,bridge|confluence|lock_dam
119.5,RBD,"Bayou Teche Water Trail Bayou Teche runs 135 miles from Port Barre to Ber­wick through St",atchafalaya-river,confluence|harbor
119.0,LBD,"Swiftships Boat Yard At the neck of Drew’s Pass you might notice sleek aluminum hulls being welded together underneath...",atchafalaya-river,dike
117.0,RBD,"Stouts Point 119 Drew’s Pass Best access to Flat Lake from Morgan City is through Drew’s Pass",atchafalaya-river,camping|island
115.8,LBD,"Pipeline Canal to Dog Island Pass and Flat Lake Paddlers can gain access to atmospheric Flat Lake via this pipeline...",atchafalaya-river,island
115.8,LBD,"and access Flat Lake via a pipeline canal that opens into Flat Lake Pass which leads to the lake itself",atchafalaya-river,lock_dam
113.0,RBD,"Little Island Pass Little Island Pass is the widest and potentially most common of the five passes, but still more...",atchafalaya-river,island
112.5,RBD,"Three Island Pass Enter Three Island Pass at 112",atchafalaya-river,island
112.5,RBD,"RBD Three Island Pass Enter Three Island Pass at 112",atchafalaya-river,island
111.7,RBD,"Lower Atchafalaya River The Lower Atchafalaya River is the smallest of the five possible routes",atchafalaya-river,island
111.7,RBD,"Riverside Pass Riversaide Pass gently meanders six miles in a broad arc southeasterly and then northeasterly along the...",atchafalaya-river,island
111.5,RBD,"109",atchafalaya-river,
109.5,RBD,"Duck Lake Channel You could follow this convoluted channel to Duck Lake, via many twists and turns along canal cut by...",atchafalaya-river,
109.0,RBD,"Cypress Pass Back Channel Tired of the Main Channel",atchafalaya-river,
108.7,,"Exxon Pipeline",atchafalaya-river,
108.3,RBD,"Shortcut to Sixmile Lake Paddlers can enter the bayou at 108",atchafalaya-river,confluence
105.0,LBD,"Blue Point Chute: Shortcut to Cypress Wonderland Blue Point Chute runs northeasterly off the main channel at LBD 105",atchafalaya-river,camping|confluence
103.8,LBD,"Narrow Bayou leading to East Grand Lake This bayou is only accessible during higher water levels, although paddlers...",atchafalaya-river,camping|confluence
102.8,LBD,"Tesro Petroleum Dock 120",atchafalaya-river,bridge|harbor
102.0,RBD,"Sixmile Lake: Access to Wax Lake Outlet There is a mile-wide opening on the right bank descending that will have some...",atchafalaya-river,
102.0,RBD,"and cross Sixmile Lake to access the Wax Lake Outlet",atchafalaya-river,
100.4,LBD,"Dead End Canal 100",atchafalaya-river,access_point|camping|island
100.2,LBD,"Blue Hole Landing Open space on bank for low/medium water camping & picnicking",atchafalaya-river,access_point|camping|island
98.2,RBD,"Myette Point Paddlers can cut off the main channel at the top end of a big island and gain access to Myette Point...",atchafalaya-river,access_point|camping|island
95.4,LBD,"Blue Hole If you make landing here you will find a beautiful blue hole surrounded by grass, and then woods",atchafalaya-river,access_point|camping
95.4,,"LBD Blue Hole If you make landing here you will find a beautiful blue hole surrou",atchafalaya-river,access_point|camping
89.7,RBD,"Pipeline Canal This broad pipeline canal leads into a cypress swamp which separates (West) Grand Lake into two lakes",atchafalaya-river,
88.1,RBD,"Canal Entrance Alternate entrance to West Fork Chicot Pass -- but now filling in due to sedimentation in recent decades",atchafalaya-river,camping
86.8,RBD,"Canal Entrance Old entrance to West Fork Chicot Pass which is now filling in due to sedimentation",atchafalaya-river,camping|hazard|harbor
86.2,RBD,"Canal Entrance Stays dry up to higher water levels",atchafalaya-river,camping|hazard|harbor
85.7,RBD,"Danbury Management Corp Dock An example of some of the intensive oil exploration and extraction that takes place in the...",atchafalaya-river,camping|hazard|confluence|harbor
82.4,LBD,"Bee Bayou Bee Bayou is another cross-Basin waterway that feeds deep into the heart of the Atchafalaya, but could be...",atchafalaya-river,camping|hazard|island|confluence
81.2,LBD,"Bayou Sorrel Bayou Sorrel is the second major East Basin distributary of the Atchafalaya Basin (Upper Grand being the...",atchafalaya-river,confluence
81.2,LBD,"Bayou Sorrell: Alternate route down the Atchafalaya Dean Wilson, the Atchafalaya Basinkeeper, recommends this route to...",atchafalaya-river,confluence
77.2,RBD,"Bayou Chene Bayou Chene is a major West Basin distributary leading off the river at the top of Lower Cow Island on the...",atchafalaya-river,camping|island|confluence
76.4,LBD,"Lake Mongoulois Point There are some open meadows along the riverbank at Lake Mongoulois Point that would make for...",atchafalaya-river,camping|island|confluence
75.7,LBD,"Jake’s Bayou Small bayou meandering through the woods, flowing 2-3 mph at 21 KG",atchafalaya-river,confluence
75.7,,"LBD Jake",atchafalaya-river,confluence
75.5,RBD,"Splice Island (Bottom End) The two major channels of the Atchafalaya reunite at the bottom end of Splice Island, the...",atchafalaya-river,bridge|island|harbor
75.3,LBD,"Texaco Resources Dock The forests in the vicinity of this dock are carved by several oil exploration and extraction...",atchafalaya-river,bridge|island|confluence|harbor
73.4,LBD,"Little Tensas Bayou Perennial Little Tensas Bayou flows north when the Atchafalaya is 20KG or above and joins the Upper...",atchafalaya-river,bridge|island|confluence|harbor
69.7,LBD,"Linder Oil Dock 70",atchafalaya-river,camping|confluence|harbor
68.5,LBD,"Blue Heron Point There is a beautiful cubbyhole of a landing as you paddle over the top of Blue Heron Point, but its...",atchafalaya-river,access_point|camping
68.5,,"LBD Blue Heron Point There is a beautiful cubbyhole of a landing as you paddle ov",atchafalaya-river,access_point
67.1,LBD,"Pioneer Natural Gas Company 68 RBD Willow Point Flooded willow forests in high water levels, as the river drops...",atchafalaya-river,camping|confluence
66.7,LBD,"Pat’s Throat Pat’s Throat is a very narrow bayou (not wider than a ditch at river startplace) connecting at mile 66",atchafalaya-river,camping|confluence
66.4,RBD,"Splice Lake Cool place to stop and explore",atchafalaya-river,camping|confluence
62.3,LBD,"Bayou Des Glaises 1st natural opening off the Atchafalaya below the end of the levee (eight miles upstream at 54",atchafalaya-river,access_point|camping|confluence
61.7,LBD,"Bayou Des Glaises Boat Ramp (primitive) This gravel boat ramp is found just downstream of an bankside aggregate...",atchafalaya-river,access_point|bridge|confluence
60.7,LBD,"(Note: We’re calling this the Bayou Des Glaises Boat Ramp for the nearby bayou of the same name",atchafalaya-river,access_point|bridge|confluence
60.0,RBD,"Sand Dune There is a mound of sand with willow on top that gets regenerated here by the fast water swelling up under...",atchafalaya-river,camping|bridge
59.6,LBD,"Cell Tower 59",atchafalaya-river,bridge
56.4,RBD,"Old Atchafalaya Point Good picnic site on grassy point at the split of the Old Atchafalaya River and the Pilot’s...",atchafalaya-river,camping|island
56.4,RBD,"the Atchafalaya divides into two big channels each leading to vastly different experiences for paddlers",atchafalaya-river,
55.4,LBD,"Alabama Point A sand dune accumulates on the outside edge of a small alcove eddy at the top end of Alabama Point, and...",atchafalaya-river,access_point|camping|island
55.0,LBD,"Atchafalaya NWR 61",atchafalaya-river,access_point|confluence|lock_dam
55.0,LBD,"The Atchafalaya Basin Bridge, also known as the “Louisiana Airborne Memorial Bridge,” is a pair of parallel bridges...",atchafalaya-river,access_point|bridge|confluence
55.0,LBD,"Atchafalaya NWR Boat Ramp Steep one-lane boat revetment ramp drops into the river at a downstream angle",atchafalaya-river,access_point|dike|supply
54.2,LBD,"End of the East Bank Levee The East bank levee comes to an and near mile 52",atchafalaya-river,
51.0,RBD,"Courtableau Point Possible protected campsites within the woods at Courtableau Point, but steep bank makes landings...",atchafalaya-river,camping
50.8,LBD,"at the top of the next bend",atchafalaya-river,access_point
49.7,LBD,"Coswell Point Good camping can be found in the woods around Coswell Point if the river is low or medium high, near mile...",atchafalaya-river,access_point|camping
49.3,RBD,"Bayou Courtableau In the pre-levee days Bayou Courtableau joined the Atchafalaya here",atchafalaya-river,camping|confluence|supply
46.1,RBD,"Bayou Big Graw Boat Ramp Bayou Big Graw used to meet the Atchafalaya here in the pre-levee days",atchafalaya-river,access_point|camping|confluence|supply
44.9,LBD,"Small Sand Dune A small sand dune is found here good for picnicking up to 22KG, but not recommended for camping due to...",atchafalaya-river,access_point|camping|confluence|supply
44.5,RBD,"Frank Diesl Point A small sand dune emerges at Fran Diesl Point in medium waters, and is good low or medium water...",atchafalaya-river,access_point|camping|confluence
44.0,,"Sherburne Bend A series of eddy-holes around the outside of Sherburne Bend make f",atchafalaya-river,
42.5,RBD,"Port of Krotz Springs The Port of Krotz Springs is located on the Atchafalaya River at mile 47",atchafalaya-river,harbor
42.3,RBD,"Krotz Springs Boat Ramp Dual lane concrete ramp dropping into river from parking lot within the oil tanks and...",atchafalaya-river,access_point|camping|town|bridge|dike|harbor|supply
42.3,RBD,"Krotz Springs Boat Ramp 55 LBD Atchafalaya NWR 61",atchafalaya-river,access_point|confluence|lock_dam
40.3,RBD,"Gravel Landing A wide gravel landing is found West Bank just above the aerial crossing, which looks like it must be the...",atchafalaya-river,access_point|camping|bridge|confluence
39.7,LBD,"Bayou Sherman Point Small dune in small eddy alcove below Bayou Sherman Point Atchafalaya Basin Pack List for...",atchafalaya-river,camping|confluence|supply
39.6,LBD,"High Sand Dune A high sand dune forms here opposite and little downstream of the Bayou Courtableau drainage structure...",atchafalaya-river,access_point|camping|bridge|confluence
39.5,RBD,"Cell Tower A cell tower is located over the levee and south of drainage structure",atchafalaya-river,access_point|camping|bridge|confluence
37.1,RBD,"Cell Tower A cell tower is located here on land side of levee",atchafalaya-river,camping|confluence|supply
37.0,RBD,"Sandy Landings There are a series of sandy landings that found here and appear to be dry up to 25 KG, but the levee is...",atchafalaya-river,access_point|camping|island|confluence|harbor|supply
34.6,RBD,"Boat Launch & Dock (Private) 35",atchafalaya-river,access_point|camping|island|harbor
31.7,LBD,"Open Field Cow Pasture 32",atchafalaya-river,camping|confluence
31.5,LBD,"Cross Bayou Cross Bayou leads to Mussel Bayou, which splinters off into a half dozen other bayous all within the...",atchafalaya-river,camping|confluence
31.0,LBD,"Broad Bay A large eddy forms left bank at mile 31 in high water, with a high bank of sand good for stopping up to 25...",atchafalaya-river,camping|confluence
29.8,LBD,"Melville Ferry Barge East Bank Landing Ferry defunct, but landing intact",atchafalaya-river,access_point|camping
29.8,,"LBD Melville Ferry Barge East Bank Landing Ferry defunct, but landing intact",atchafalaya-river,access_point|camping
29.7,RBD,"Melville Boat Ramp 42",atchafalaya-river,access_point|confluence|lock_dam
29.7,RBD,"Melville Boat Ramp (primitive) A broad gravel paved opening affords plenty of room for paddlers to come in and make a...",atchafalaya-river,access_point|camping|bridge
27.1,,"Morganza Floodway - North End The Morganza Floodway begins here and creates the e",atchafalaya-river,
26.3,RBD,"Old Channel of Bayou Rouge 27",atchafalaya-river,camping|confluence
26.2,LBD,"Broad Sandy Shelf A broad sandy shelf overgrown with grass is found here, with good camping or picnicking up to FS 35 SG",atchafalaya-river,access_point|camping|confluence
26.1,RBD,"Small Bluff of Sand Small bluff of sand forms here and stay dry up to 35SG",atchafalaya-river,access_point|camping|confluence
25.1,RBD,"Elba Landing Best Campsite Yet",atchafalaya-river,access_point|camping
23.4,RBD,"Barberton Landing A tall bluff of sand forms here in an alcove of an eddy across the river from Barberton Landing at 23",atchafalaya-river,access_point|camping
22.2,LBD,"Small Hump of Sand A thicket of Chinaberries is found behind this small hump of sand",atchafalaya-river,access_point|camping|island|confluence
22.0,RBD,"Cell Tower Cellular tower found over the levee near mile 22 over the West Bank",atchafalaya-river,access_point|camping|island|confluence
20.5,LBD,"Small Sandy Shelves There are a couple of small shelves of sand found right bank descending near mile 20",atchafalaya-river,access_point|camping|island|confluence
20.0,LBD,"Bayou Point Coming into Bayou Point, entering the 4th bend of the squiggles, paddlers will find 2 small eddies along...",atchafalaya-river,camping|confluence|harbor
18.0,RBD,"Hick’s Landing/Gordon Point A long sandy bank stretched for nearly one mile here along Hick’s Landing/Gordon Point,...",atchafalaya-river,access_point|camping|confluence
17.0,RBD,"Lots of birds in this area, songbirds in their season, vultures, hawks, crows, and bald eagles",atchafalaya-river,access_point|camping|confluence
16.5,RBD,"Trash Site Someone has dumped a pile of trash on the riverbank here, as witnessed in March, 2015",atchafalaya-river,access_point|camping|island
16.0,RBD,"Eddy Dune A small sand dune forms here along the left bank descending at the edge of a small eddy",atchafalaya-river,access_point|camping|island|confluence
14.5,LBD,"Cypress Point Good camping or picnicking can be found at Cypress Point on sandy willow bars up to bank full stage 30...",atchafalaya-river,camping|confluence
14.5,RBD,"Turner’s Bayou 14",atchafalaya-river,access_point|camping|island|confluence
14.5,,"LBD Cypress Point Good camping or picnicking can be found at Cypress Point on san",atchafalaya-river,camping
13.2,RBD,"Porcupine Point A high bluff of sand with an inlet behind it is found at Lone Tree Point, making a beautiful campsite...",atchafalaya-river,camping
12.8,LBD,"Fairfield Landing 12",atchafalaya-river,access_point|confluence
12.5,LBD,"Marine Bayou Marine Bayou evolves out of Horse Bayou which is formed from Bayou Thornton and Bayou Fisher",atchafalaya-river,access_point|confluence|dike
10.6,LBD,"Small Dune 11 LBD Jacobry Landing 12",atchafalaya-river,access_point|island|confluence|dike
9.3,LBD,"Bayou Moreau 9 - 11 RBD Odenburg Island Dikes The Odenburg Island Dikes create a series of 4-5 pockets where sand...",atchafalaya-river,access_point|island|confluence|dike|harbor
7.0,RBD,"Deer Range Landing 9",atchafalaya-river,access_point|island|confluence|dike|harbor
6.9,RBD,"Three Rivers Junction The Red River flows in from the north and together with water drawn off the Mississippi forms the...",atchafalaya-river,access_point|confluence|harbor
6.0,RBD,"Bunge Dock 6",atchafalaya-river,access_point|island|confluence|dike|harbor
5.6,RBD,"Simmesport Boat Ramp",atchafalaya-river,access_point|bridge|supply
5.3,RBD,"Simmesport Boat Ramp 29",atchafalaya-river,access_point|confluence|lock_dam
5.2,LBD,"Bayou Moreau 6",atchafalaya-river,access_point|confluence|lock_dam|harbor
4.8,LBD,"Kuhlman Bayou 5",atchafalaya-river,camping|bridge|confluence|dike
4.6,LBD,"Simmesport Sand Dune A large sand dune forms here in low water 0-12 SG, and gradually diminishes as the water rises,...",atchafalaya-river,camping|hazard|bridge|confluence
4.6,LBD,"Pointe Coupee Parish Port Dock 4",atchafalaya-river,access_point|confluence|lock_dam|harbor
3.7,LBD,"Bunge Dock 4",atchafalaya-river,bridge|confluence|harbor
3.4,LBD,"Bayou Coteau Now cut off from the Atchafalaya River by the levee, Bayou Coteau was a once distributary of the big...",atchafalaya-river,bridge|confluence|harbor
2.8,LBD,"Exit Navigation Channel 2",atchafalaya-river,access_point|confluence|lock_dam|harbor
1.9,RBD,"Coville Bayou For a taste of what’s to come deeper in the Atchafalaya Basin, turn off the main channel at 1",atchafalaya-river,confluence
1.5,LBD,"Old River Lock Tailbay 1",atchafalaya-river,access_point|confluence|lock_dam|harbor
1.4,LBD,"Small Dune A small dune forms in low water inside a small eddy found at the beginning of the inside bank of this turn...",atchafalaya-river,confluence
1.0,LBD,"Old River Lock Forebay 1",atchafalaya-river,access_point|bridge|lock_dam|harbor
0.1,LBD,"Three Rivers Landing A nice sandbar emerges at low/med water at the downstream side of the mouth of the Lower Old River...",atchafalaya-river,access_point|camping|island|confluence
313.7,RBD,"Knox Landing 264",baton-rouge-to-venice,access_point|confluence
246.5,LBD,"- Petro Processors Superfund Site Petro-Processors of Louisiana, Inc",baton-rouge-to-venice,
245.0,LBD,"- Alsen The Rollins hazardous-waste landfill and incinerator is located next to Alsen, a historic African-American...",baton-rouge-to-venice,town|confluence
235.0,LBD,"- University Place A predominantly African-American community adjacent to the campus of historic Southern University in...",baton-rouge-to-venice,
235.0,LBD,"in previous Rivergator section)",baton-rouge-to-venice,town|confluence
232.0,LBD,"- Exxon Mobile Buffer Zone The Standard Oil Company built an oil refinery not far from downtown Baton Rouge in 1909",baton-rouge-to-venice,
231.8,RBD,"- Sunrise The town of Sunrise was founded by a former slave in 1874",baton-rouge-to-venice,town
230.0,LBD,"Welcome to Baton Rouge: Downtown Riverfront Easy walking to downtown Baton Rouge, but no road access",baton-rouge-to-venice,supply
229.1,RBD,"Baton Rouge City Wharf: Community Coffee If the wind is blowing directly across the river when you are loading in or...",baton-rouge-to-venice,harbor
229.0,LBD,"Glass Beach 210",baton-rouge-to-venice,access_point|confluence
229.0,LBD,"Glass Beach Best start place, end place and resupply place in the Baton Rouge area",baton-rouge-to-venice,access_point|camping|bridge|supply
229.0,LBD,"Old Municipal Dock Directly below the Glass Beach boat ramp sits an abandoned monument of crumbling concrete and...",baton-rouge-to-venice,access_point|lock_dam|harbor
228.9,RBD,"Cargill Greater Baton Rouge Port Commission Grain Wharf Cargill Greater Baton Rouge is the first giant grain transfer...",baton-rouge-to-venice,harbor
228.6,RBD,"- Port Of Baton Rouge The Port of Baton Rouge has 45' deepwater access for ocean-going vessels, 3,000 continuous feet...",baton-rouge-to-venice,harbor
228.5,LBD,"Lower Baton Rouge Anchorage Freighters sometimes drop anchors and remain stationary here awaiting their turn to...",baton-rouge-to-venice,harbor
228.5,LBD,"Economy Boat Store Wharf Economy Boat Store services barges and freighters as they travel up and down the river, but is...",baton-rouge-to-venice,camping|confluence|harbor|supply
228.4,RBD,"Mouth of ICWW Best camping and picnicking in the Greater Baton Rouge area, with dry sand on south side up to bank full...",baton-rouge-to-venice,camping|confluence|harbor|supply
228.4,RBD,"Intracoastal Waterway (Morgan City Port Allen Route) The Intercostal Waterway cuts through Port Allen and heads...",baton-rouge-to-venice,lock_dam|harbor
228.2,RBD,"A & Z Marine, Shipyard Wharf 228",baton-rouge-to-venice,access_point|harbor
228.2,RBD,"South Louisiana Cement Terminal, Baton Rouge Wharf 228",baton-rouge-to-venice,access_point|harbor
228.2,RBD,"Sun Plus Slip, Marine Repair Wharf & LA",baton-rouge-to-venice,access_point|lock_dam|harbor
228.2,RBD,"International Painting Corp",baton-rouge-to-venice,access_point|lock_dam|harbor
228.2,RBD,"Castrol Baton Rouge Plant Wharf 228",baton-rouge-to-venice,access_point|lock_dam|harbor
228.2,RBD,"Southern Scrap Xpress Recycling Wharf 228",baton-rouge-to-venice,access_point|lock_dam|harbor
228.2,LBD,"Elmwood Marine and McKinney Fleet & Barge Serve, Wharf and Baton Rouge Fleets 228 RBD Cargo Carriers, Port Allen Wharf...",baton-rouge-to-venice,access_point|lock_dam|harbor
228.0,LBD,"LSU Tigers Stadium The LSU Tigers Stadium rises above the levee and the tops of the trees East Bank as you head...",baton-rouge-to-venice,harbor
226.0,RBD,"Cargo Carriers Port Allen Fleet West Bank Mooring As you paddle past the Port Allen Lock watch for barge fleeting right...",baton-rouge-to-venice,lock_dam|harbor
223.9,RBD,"Western Towing Company West Bank Fleet This is the 2nd fleeting area you will encounter below Baton Rouge",baton-rouge-to-venice,
221.8,RBD,"Dow Chemical Missouri U",baton-rouge-to-venice,harbor
220.0,RBD,"Sardine Point Paddling around Missouri Bend and past Sardine Point will bring you out of the industry of Baton Rouge...",baton-rouge-to-venice,camping|bridge
220.0,RBD,"- 218 LBD Sardine Crossing Commercial traffic tends to roll off the West Bank around Sardine Light and make a 2-mile...",baton-rouge-to-venice,access_point|bridge
219.0,RBD,"Lowlands Opposite Duncan Point There is a low point in the bank at the outside of Missouri Bend RBD 219 where the water...",baton-rouge-to-venice,camping|dike
219.0,RBD,"Comeaux Landing A small but very protected sand dune is located within an alcove cut into the bankside here",baton-rouge-to-venice,access_point|camping
219.0,RBD,"where the water spills over the rip-rap in flood season and has created a dynamic landscape of rolling sandbars and...",baton-rouge-to-venice,camping|dike
216.5,RBD,"Australia Landing 216",baton-rouge-to-venice,access_point|camping
216.2,LBD,"Longwood Plantation Former Landing, now removed from the river by borrow pits",baton-rouge-to-venice,access_point
215.0,LBD,"Bayou Manchac Bayou Manchac: ancient trade route",baton-rouge-to-venice,camping|confluence
214.5,RBD,"Manchac Point Great all-weather campsite or picnic site up to flood stage BR 35",baton-rouge-to-venice,camping
214.5,RBD,"Manchac Beach will accommodate paddling groups of any size at any water level up to bank full",baton-rouge-to-venice,camping|island
214.5,,"RBD Manchac Point Great all-weather campsite or picnic site up to flood stage BR",baton-rouge-to-venice,camping
213.0,LBD,"- 211 RBD Medora Crossing Medora is an easy 2-mile crossing between Manchac and Plaquemine Island, with good visibility...",baton-rouge-to-venice,access_point|town|bridge|island|dike
212.8,LBD,"Small Dune A small sandy dune is found left bank descending just before the Medora Crossing that would make good...",baton-rouge-to-venice,bridge|island
212.8,,"LBD Small Dune A small sandy dune is found left bank descending just before the M",baton-rouge-to-venice,bridge
211.5,RBD,"- The Medora Site The Medora Site (16WBR1) is a Native American archaeological site that is a type site for the...",baton-rouge-to-venice,access_point|town|island|dike
210.5,RBD,"Morrisonville Founded on Manchac Point, a spit of swampy land surrounded by the Mississippi River, by slaves newly...",baton-rouge-to-venice,town|bridge|island
210.4,RBD,"Morrisonville Landing which is a primitive gravel and rip-rap landing found off La Hwy 988 where it cuts north around...",baton-rouge-to-venice,access_point|camping|island|lock_dam|dike|harbor
210.4,RBD,"Morrisonville Landing Primitive gravel and rip-rap landing found off La Hwy 988 where it cuts north around Dow Chemical",baton-rouge-to-venice,access_point|bridge|dike
210.4,RBD,"at Morrisonville Landing 25 miles south of Baton Rouge",baton-rouge-to-venice,access_point|island|dike
210.2,RBD,"- Morrisonville Founded on Manchac Point, a spit of swampy land surrounded by the Mississippi River, by slaves newly...",baton-rouge-to-venice,
210.0,RBD,"- Dow Chemical Company Louisiana Operations, Dexco, and Shintech Addis With the purchase of four plantations in...",baton-rouge-to-venice,harbor
210.0,RBD,"Dow Chemical Wastewater Outfall As you paddle below the bottom end of Plaquemine Island in low water you will see what...",baton-rouge-to-venice,hazard|island|harbor
210.0,,"RBD - Dow Chemical Company Louisiana Operations With the purchase of four plantat",baton-rouge-to-venice,confluence
210.0,RBD,"Dow Chemical Company Louisiana Operations, Dexco, and Shintech Addis With the purchase of four plantations in Iberville...",baton-rouge-to-venice,
209.6,RBD,"- Dow wastewater outfall A torrent of wastewater enters the Mississippi River here",baton-rouge-to-venice,confluence
209.5,LBD,"Plaquemine Island Beautiful camping and picnicking at all water levels and in all types of weather conditions and wind...",baton-rouge-to-venice,camping|island|confluence
209.0,RBD,"- Myrtle Grove Trailer Park The extensive vinyl chloride contamination under the Dow facility that spurred the...",baton-rouge-to-venice,
209.0,RBD,"Myrtle Grove Trailer Park The extensive vinyl chloride contamination under the Dow facility that spurred the...",baton-rouge-to-venice,harbor
209.0,RBD,"on Plaquemine Beach (low water) or the grassy levee incline above (med or high water)",baton-rouge-to-venice,access_point|island|confluence|lock_dam|supply
209.0,LBD,"Plaquemine Point Paddlers will find high dry bluffs of sand at Plaquemine Point, dry up to bank full 30 BR",baton-rouge-to-venice,camping|town|island
209.0,,"LBD Plaquemine Point Paddlers will find high dry bluffs of sand at Plaquemine Poi",baton-rouge-to-venice,town
208.7,RBD,"Plaquemine Beach A perennial beach (that is only present in low or med water conditions) can be found along the...",baton-rouge-to-venice,camping|town|lock_dam
208.7,RBD,"Plaquemine Beach, a perennial beach (that is only present in low or med water conditions) can be found along the...",baton-rouge-to-venice,access_point|lock_dam|dike|harbor
208.5,RBD,"Plaquemine Boat Ramp 195",baton-rouge-to-venice,access_point|confluence
208.5,RBD,"Dow Chemical Plaquemine Point Shipyard, Cleaning Wharf Maintain a 100 yard buffer zone when paddling past this docking...",baton-rouge-to-venice,hazard|harbor
208.5,RBD,"Plaquemine Boat Ramp Steep Concrete Ramp leading into river at downstream angle",baton-rouge-to-venice,access_point|camping|island|confluence|lock_dam|harbor
208.4,LBD,"Plaquemine Point Shipyard, Repair Wharf 208",baton-rouge-to-venice,access_point|camping|town|island|confluence|lock_dam|harbor
208.0,RBD,"- 207",baton-rouge-to-venice,camping|island
206.0,RBD,"- Reveilletown An accident at the Georgia Gulf PVC plant filled the air of the surrounding area with toxic fumes",baton-rouge-to-venice,town
206.0,RBD,"- 203 LBD Granada Crossing Freighters and all big commercial traffic make a channel crossing here from West Bank to...",baton-rouge-to-venice,hazard|bridge
205.5,LBD,"Axiall (formerly Georgia Gulf) 204",baton-rouge-to-venice,
205.2,RBD,"Small Dune There is a small dune located West Bank in between the Georgia Gulf and Ashland Chemical docking facilities",baton-rouge-to-venice,camping
204.8,RBD,"Ashland Chemical Co",baton-rouge-to-venice,harbor
204.0,LBD,"with medium high sandy shelves topped with thick willow forests",baton-rouge-to-venice,island|confluence
203.8,LBD,"- LBC Sunshine Terminal LBC Sunshine terminal is a bulk liquid terminal with 40 tanks, a storage capacity of...",baton-rouge-to-venice,
203.8,RBD,"LBC PetroUnited Terminals, Sunshine Terminal Wharf 203",baton-rouge-to-venice,harbor
203.3,RBD,"- SNF Flopam SNF Flopam manufactures acrylamide monomer and polyacrylamide powders packaged in bags or supersacks...",baton-rouge-to-venice,
203.3,RBD,"SNF Flopam SNF Flopam manufactures acrylamide monomer and polyacrylamide powders packaged in bags or supersacks within...",baton-rouge-to-venice,harbor
201.6,LBD,"- Willow Glen Power Plant Entergy’s Willow Glen Power Plant is a natural gas and fuel oil fired power plant used to...",baton-rouge-to-venice,
201.6,LBD,"Willow Glen Power Plant Entergy’s Willow Glen Power Plant is a natural gas and fuel oil fired power plant used to...",baton-rouge-to-venice,
200.1,LBD,"- Industrial Complex including Taminco Inc",baton-rouge-to-venice,
200.1,LBD,"Industrial Complex including Taminco Inc",baton-rouge-to-venice,
200.0,LBD,"- 197 RBD Bayou Goula Crossing Downstream freighters and big tows all follow the line of this crossing, from deep...",baton-rouge-to-venice,bridge|island|confluence
199.9,LBD,"Pioneer Americas, St",baton-rouge-to-venice,access_point|camping|town|island|confluence|harbor
199.5,RBD,"Here a series of dunes undulate in and out of the riverbank in leaps and bounds, each one creating its own unique...",baton-rouge-to-venice,camping|island|harbor
199.0,RBD,"Point Pleasant Good low/med water camping or picnicking up to 25BR",baton-rouge-to-venice,camping|island|harbor
198.2,LBD,"Kinder Morgan, Terminal Wharf 195",baton-rouge-to-venice,access_point|camping|town|confluence|harbor
194.8,RBD,"Nottaway Plantation Nottaway is the largest and most grandiose of all the Louisiana Plantations, and might make a good...",baton-rouge-to-venice,access_point|town|island|confluence
194.8,RBD,"Accommodations are offered at Nottoway, and would make a striking counterpoint to the rustic camping you have been...",baton-rouge-to-venice,access_point|camping|island|confluence
